S&P 500,SP,BofA AAA US ,BofA,MCSI REIT Index,MCSI
2926.32,1.48,557.900,0.15,,
2840.60,-2.93,560.980,0.55,,
2847.60,0.25,561.460,0.09,,
2888.68,1.44,561.480,0.00,,
2923.65,1.21,562.400,0.16,,
2900.51,-0.79,562.560,0.03,,
2924.43,0.82,566.210,0.65,,
2922.95,-0.05,569.010,0.49,,
2847.11,-2.59,566.230,-0.49,,
2878.38,1.10,564.460,-0.31,,
2869.16,-0.32,565.570,0.20,,
2887.94,0.65,564.380,-0.21,,
2924.58,1.27,563.490,-0.16,,
2926.46,0.06,561.720,-0.31,,
#N/A,#N/A,561.500,-0.04,,
2906.27,#N/A,562.350,0.15,,
2937.78,1.08,561.360,-0.18,,
2976.00,1.30,561.510,0.03,,
2978.71,0.09,561.890,0.07,,
2978.43,-0.01,560.860,-0.18,,
2979.39,0.03,560.500,-0.06,,
3000.93,0.72,561.050,0.10,,
3009.57,0.29,560.770,-0.05,,
3007.39,-0.07,559.700,-0.19,,
2997.96,-0.31,561.950,0.40,,
3005.70,0.26,560.140,-0.32,,
3006.73,0.03,560.200,0.01,,
3006.79,0.00,559.970,-0.04,,
2992.07,-0.49,560.440,0.08,,
2991.78,-0.01,561.310,0.16,,
2966.60,-0.84,560.530,-0.14,,
2984.87,0.62,561.040,0.09,,
2977.62,-0.24,559.520,-0.27,,
2961.79,-0.53,560.180,0.12,,
2976.74,0.50,561.450,0.23,,
2940.25,-1.23,561.670,0.04,,
2887.61,-1.79,564.630,0.53,,
2910.63,0.80,565.990,0.24,,
2952.01,1.42,566.040,0.01,,
2938.79,-0.45,567.460,0.25,,
2893.06,-1.56,567.560,0.02,,
2919.40,0.91,566.090,-0.26,,
2938.13,0.64,563.340,-0.49,,
2970.27,1.09,563.410,0.01,,
2966.15,-0.14,564.300,0.16,,
2995.68,1.00,562.760,-0.27,,
2989.69,-0.20,565.480,0.48,,
2997.95,0.28,566.730,0.22,,
2986.20,-0.39,568.520,0.32,,
3006.72,0.69,568.520,0.00,,
2995.99,-0.36,571.380,0.50,,
3004.52,0.28,571.110,-0.05,,
3010.29,0.19,572.470,0.24,,
3022.55,0.41,569.280,-0.56,,
3039.42,0.56,567.370,-0.34,,
3036.89,-0.08,568.600,0.22,,
3046.77,0.33,569.660,0.19,,
3037.56,-0.30,565.610,-0.71,,
3066.91,0.97,566.160,0.10,,
3078.27,0.37,#N/A,#N/A,,
3074.62,-0.12,566.840,#N/A,,
3076.78,0.07,568.980,0.38,,
3085.18,0.27,569.930,0.17,,
3093.08,0.26,570.670,0.13,,
3087.01,-0.20,#N/A,#N/A,,
3091.84,0.16,573.030,#N/A,,
3094.04,0.07,576.540,0.61,,
3096.63,0.08,580.140,0.62,,
3120.46,0.77,580.310,0.03,,
3122.03,0.05,577.410,-0.50,,
3120.18,-0.06,579.300,0.33,,
3108.46,-0.38,581.810,0.43,,
3103.54,-0.16,582.320,0.09,,
3110.29,0.22,584.060,0.30,,
3133.64,0.75,585.810,0.30,,
3140.52,0.22,#N/A,#N/A,,
3153.63,0.42,583.600,#N/A,,
#N/A,#N/A,585.180,0.27,,
3140.98,#N/A,583.480,-0.29,,
3113.87,-0.86,582.080,-0.24,,
3093.20,-0.66,585.960,0.67,,
3112.76,0.63,585.560,-0.07,,
3117.43,0.15,585.610,0.01,,
3145.91,0.91,590.040,0.76,,
3135.96,-0.32,589.100,-0.16,,
3132.52,-0.11,592.720,0.61,,
3141.63,0.29,592.720,0.00,,
3168.57,0.86,592.880,0.03,,
3168.80,0.01,587.420,-0.92,,
3191.45,0.71,586.890,-0.09,,
3192.52,0.03,585.890,-0.17,,
3191.14,-0.04,581.080,-0.82,,
3205.37,0.45,580.950,-0.02,,
3221.22,0.49,578.000,-0.51,,
3224.01,0.09,578.390,0.07,,
3223.38,-0.02,578.670,0.05,,
#N/A,#N/A,576.480,-0.38,,
3239.91,#N/A,576.640,0.03,,
3240.02,0.00,571.730,-0.85,,
3221.29,-0.58,574.960,0.56,,
3230.78,0.29,573.020,-0.34,,
#N/A,#N/A,572.410,-0.11,,
3257.85,#N/A,576.240,0.67,,
3234.85,-0.71,579.340,0.54,,
3246.28,0.35,580.400,0.18,,
3237.18,-0.28,578.530,-0.32,,
3253.05,0.49,578.940,0.07,,
3274.70,0.67,579.090,0.03,,
3265.35,-0.29,575.210,-0.67,,
3288.13,0.70,573.760,-0.25,,
3283.15,-0.15,573.820,0.01,,
3289.29,0.19,574.780,0.17,,
3316.81,0.84,569.260,-0.96,,
3329.62,0.39,571.450,0.38,,
#N/A,#N/A,574.560,0.54,,
3320.79,#N/A,575.670,0.19,,
3321.75,0.03,575.620,-0.01,,
3325.54,0.11,574.450,-0.20,,
3295.47,-0.90,575.600,0.20,,
3243.63,-1.57,576.940,0.23,,
3276.24,1.01,581.700,0.83,,
3273.40,-0.09,581.470,-0.04,,
3283.66,0.31,583.440,0.34,,
3225.52,-1.77,583.800,0.06,,
3248.92,0.73,585.760,0.34,,
3297.59,1.50,583.900,-0.32,,
3334.69,1.13,579.130,-0.82,,
3345.78,0.33,582.950,0.66,,
3327.71,-0.54,581.900,-0.18,,
3352.09,0.73,582.610,0.12,,
3357.75,0.17,585.960,0.57,,
3379.45,0.65,584.210,-0.30,,
3373.94,-0.16,#N/A,#N/A,,
3380.16,0.18,583.600,#N/A,,
#N/A,#N/A,584.880,0.22,,
3370.29,#N/A,585.450,0.10,,
3386.15,0.47,581.750,-0.63,,
3373.23,-0.38,582.100,0.06,,
3337.75,-1.05,582.990,0.15,,
3225.89,-3.35,584.440,0.25,,
3128.21,-3.03,584.450,0.00,,
3116.39,-0.38,585.050,0.10,,
2978.76,-4.42,586.930,0.32,,
2954.22,-0.82,584.030,-0.49,,
3090.23,4.60,583.440,-0.10,,
3003.37,-2.81,580.870,-0.44,,
3130.12,4.22,581.990,0.19,,
3023.94,-3.39,582.690,0.12,,
2972.37,-1.71,582.920,0.04,,
2746.56,-7.60,579.780,-0.54,,
2882.23,4.94,575.520,-0.73,,
2741.38,-4.89,574.680,-0.15,,
2480.64,-9.51,571.230,-0.60,,
2711.02,9.29,569.930,-0.23,,
2386.13,-11.98,568.470,-0.26,,
2529.19,6.00,564.830,-0.64,,
2398.10,-5.18,567.110,0.40,,
2409.39,0.47,568.860,0.31,,
2304.92,-4.34,563.500,-0.94,,
2237.40,-2.93,563.960,0.08,,
2447.33,9.38,562.650,-0.23,,
2475.56,1.15,563.810,0.21,,
2630.07,6.24,568.700,0.87,,
2541.47,-3.37,564.560,-0.73,,
2626.65,3.35,562.770,-0.32,,
2584.59,-1.60,562.850,0.01,,
2470.50,-4.41,565.460,0.46,,
2526.90,2.28,564.210,-0.22,,
2488.65,-1.51,#N/A,#N/A,,
2663.68,7.03,568.310,#N/A,,
2659.41,-0.16,569.020,0.12,,
2749.98,3.41,568.570,-0.08,,
2789.82,1.45,569.920,0.24,,
#N/A,#N/A,569.970,0.01,,
2761.63,#N/A,565.200,-0.84,,
2846.06,3.06,562.230,-0.53,,
2783.36,-2.20,558.470,-0.67,,
2799.55,0.58,562.020,0.64,,
2874.56,2.68,558.220,-0.68,,
2823.16,-1.79,559.110,0.16,,
2736.56,-3.07,557.280,-0.33,,
2799.31,2.29,554.980,-0.41,,
2797.80,-0.05,559.250,0.77,,
2836.74,1.39,559.370,0.02,,
2878.48,1.47,559.950,0.10,,
2863.39,-0.52,561.310,0.24,,
2939.51,2.66,561.520,0.04,,
2912.43,-0.92,559.040,-0.44,,
2830.71,-2.81,562.750,0.66,,
2842.74,0.42,558.880,-0.69,,
2868.44,0.90,557.100,-0.32,,
2848.42,-0.70,559.210,0.38,,
2881.19,1.15,558.410,-0.14,,
2929.80,1.69,554.690,-0.67,,
2930.32,0.02,560.660,1.08,,
2870.12,-2.05,560.580,-0.01,,
2820.00,-1.75,557.110,-0.62,,
2852.50,1.15,558.120,0.18,,
2863.70,0.39,558.170,0.01,,
2953.91,3.15,563.390,0.94,,
2922.94,-1.05,565.080,0.30,,
2971.61,1.67,566.250,0.21,,
2948.51,-0.78,561.870,-0.77,,
2955.45,0.24,556.840,-0.90,,
#N/A,#N/A,557.030,0.03,,
2991.77,#N/A,557.800,0.14,,
3036.13,1.48,560.030,0.40,,
3029.73,-0.21,560.180,0.03,,
3044.31,0.48,561.080,0.16,,
3055.73,0.38,559.890,-0.21,,
3080.82,0.82,560.880,0.18,,
3122.87,1.36,562.130,0.22,,
3112.35,-0.34,564.490,0.42,,
3193.93,2.62,564.340,-0.03,,
3232.39,1.20,566.050,0.30,,
3207.18,-0.78,565.030,-0.18,,
3190.14,-0.53,563.880,-0.20,,
3002.10,-5.89,565.000,0.20,,
3041.31,1.31,566.830,0.32,,
3066.59,0.83,569.600,0.49,,
3124.74,1.90,567.380,-0.39,,
3113.49,-0.36,564.720,-0.47,,
3115.34,0.06,566.050,0.24,,
3097.74,-0.56,569.400,0.59,,
3117.86,0.65,565.850,-0.62,,
3131.29,0.43,570.200,0.77,,
3050.33,-2.59,569.300,-0.16,,
3083.76,1.10,566.780,-0.44,,
3009.05,-2.42,567.300,0.09,,
3053.24,1.47,569.490,0.39,,
3100.29,1.54,567.390,-0.37,,
3115.86,0.50,569.460,0.36,,
3130.01,0.45,571.680,0.39,,
#N/A,#N/A,572.280,0.10,,
3179.72,#N/A,573.850,0.27,,
3145.32,-1.08,567.230,-1.15,,
3169.94,0.78,564.480,-0.48,,
3152.05,-0.56,566.370,0.33,,
3185.04,1.05,566.520,0.03,,
3155.22,-0.94,565.520,-0.18,,
3197.52,1.34,566.140,0.11,,
3226.56,0.91,565.210,-0.16,,
3215.57,-0.34,566.530,0.23,,
3224.73,0.28,569.470,0.52,,
3251.84,0.84,569.620,0.03,,
3257.30,0.17,567.020,-0.46,,
3276.02,0.57,568.210,0.21,,
3235.66,-1.23,566.380,-0.32,,
3215.63,-0.62,568.200,0.32,,
3239.41,0.74,568.270,0.01,,
3218.44,-0.65,563.200,-0.89,,
3258.44,1.24,562.740,-0.08,,
3246.22,-0.38,566.830,0.73,,
3271.12,0.77,571.230,0.78,,
3294.61,0.72,566.880,-0.76,,
3306.51,0.36,571.290,0.78,,
3327.77,0.64,570.850,-0.08,,
3349.16,0.64,571.670,0.14,,
3351.28,0.06,569.140,-0.44,,
3360.47,0.27,572.460,0.58,,
3333.69,-0.80,573.480,0.18,,
3380.35,1.40,572.710,-0.13,,
3373.43,-0.20,573.350,0.11,,
3372.85,-0.02,575.420,0.36,,
3381.99,0.27,572.620,-0.49,,
3389.78,0.23,573.800,0.21,,
3374.85,-0.44,574.030,0.04,,
3385.51,0.32,571.860,-0.38,,
3397.16,0.34,572.840,0.17,,
3431.28,1.00,572.990,0.03,,
3443.62,0.36,575.500,0.44,,
3478.73,1.02,578.210,0.47,,
3484.55,0.17,576.380,-0.32,,
3508.01,0.67,576.840,0.08,,
3500.31,-0.22,576.700,-0.02,,
3526.65,0.75,575.230,-0.25,,
3580.84,1.54,577.500,0.39,,
3455.06,-3.51,578.260,0.13,,
3426.96,-0.81,576.250,-0.35,,
#N/A,#N/A,578.110,0.32,,
3331.84,#N/A,579.270,0.20,,
3398.96,2.01,577.120,-0.37,,
3339.19,-1.76,571.600,-0.96,,
3340.97,0.05,572.280,0.12,,
3383.54,1.27,572.280,0.00,,
3401.20,0.52,571.730,-0.10,,
3385.49,-0.46,569.870,-0.33,,
3357.01,-0.84,569.950,0.01,,
3319.47,-1.12,569.320,-0.11,,
3281.06,-1.16,565.810,-0.62,,
3315.57,1.05,565.570,-0.04,,
3236.92,-2.37,566.670,0.19,,
3246.59,0.30,566.720,0.01,,
3298.46,1.60,566.490,-0.04,,
3351.60,1.61,567.700,0.21,,
3335.47,-0.48,567.670,-0.01,,
3363.00,0.83,569.140,0.26,,
3380.80,0.53,569.250,0.02,,
3348.44,-0.96,570.550,0.23,,
3408.63,1.80,570.290,-0.05,,
3360.95,-1.40,571.160,0.15,,
3419.45,1.74,571.460,0.05,,
3446.83,0.80,572.190,0.13,,
3477.13,0.88,572.250,0.01,,
3534.22,1.64,572.260,0.00,,
3511.93,-0.63,572.980,0.13,,
3488.67,-0.66,577.060,0.71,,
3483.34,-0.15,577.370,0.05,,
3483.81,0.01,570.430,-1.20,,
3426.92,-1.63,573.110,0.47,,
3443.12,0.47,576.000,0.50,,
3435.56,-0.22,575.230,-0.13,,
3453.49,0.52,575.860,0.11,,
3465.39,0.34,574.630,-0.21,,
3400.97,-1.86,578.970,0.76,,
3390.68,-0.30,573.800,-0.89,,
3271.03,-3.53,572.760,-0.18,,
3310.11,1.19,572.810,0.01,,
3269.96,-1.21,575.740,0.51,,
3310.24,1.23,577.570,0.32,,
3369.16,1.78,577.090,-0.08,,
3443.44,2.20,575.370,-0.30,,
3510.45,1.95,574.090,-0.22,,
3509.44,-0.03,575.490,0.24,,
3550.50,1.17,#N/A,#N/A,,
3545.53,-0.14,576.540,#N/A,,
3572.66,0.77,572.500,-0.70,,
3537.01,-1.00,573.040,0.09,,
3585.15,1.36,573.930,0.16,,
3626.91,1.16,#N/A,#N/A,,
3609.53,-0.48,575.570,#N/A,,
3567.79,-1.16,575.090,-0.08,,
3581.87,0.39,578.350,0.57,,
3557.54,-0.68,578.950,0.10,,
3577.59,0.56,579.800,0.15,,
3635.41,1.62,578.180,-0.28,,
3629.65,-0.16,581.180,0.52,,
#N/A,#N/A,583.170,0.34,,
3638.35,#N/A,579.650,-0.60,,
3621.63,-0.46,580.670,0.18,,
3662.45,1.13,580.820,0.03,,
3669.01,0.18,581.210,0.07,,
3666.72,-0.06,580.520,-0.12,,
3699.12,0.88,579.900,-0.11,,
3691.96,-0.19,578.890,-0.17,,
3702.25,0.28,579.750,0.15,,
3672.82,-0.79,580.540,0.14,,
3668.10,-0.13,579.360,-0.20,,
3663.46,-0.13,578.960,-0.07,,
3647.49,-0.44,580.360,0.24,,
3694.62,1.29,580.410,0.01,,
3701.17,0.18,578.390,-0.35,,
3722.48,0.58,582.560,0.72,,
3709.41,-0.35,581.410,-0.20,,
3694.92,-0.39,582.470,0.18,,
3687.26,-0.21,583.620,0.20,,
3690.01,0.07,588.550,0.84,,
3703.06,0.35,588.390,-0.03,,
#N/A,#N/A,589.640,0.21,,
3735.36,#N/A,590.960,0.22,,
3727.04,-0.22,586.890,-0.69,,
3732.04,0.13,587.040,0.03,,
3756.07,0.64,585.300,-0.30,,
#N/A,#N/A,583.240,-0.35,,
3700.65,#N/A,585.840,0.45,,
3726.86,0.71,586.780,0.16,,
3748.14,0.57,586.830,0.01,,
3803.79,1.48,587.940,0.19,,
3824.68,0.55,588.910,0.16,,
3799.61,-0.66,591.460,0.43,,
3801.19,0.04,588.850,-0.44,,
3809.84,0.23,590.230,0.23,,
3795.54,-0.38,586.410,-0.65,,
3768.25,-0.72,587.280,0.15,,
#N/A,#N/A,588.690,0.24,,
3798.91,#N/A,587.250,-0.24,,
3851.85,1.39,588.200,0.16,,
3853.07,0.03,591.160,0.50,,
3841.47,-0.30,589.300,-0.31,,
3855.36,0.36,589.300,0.00,,
3849.62,-0.15,588.860,-0.07,,
3750.77,-2.57,591.170,0.39,,
3787.38,0.98,592.010,0.14,,
3714.24,-1.93,591.660,-0.06,,
3773.86,1.61,592.880,0.21,,
3826.31,1.39,594.530,0.28,,
3830.17,0.10,592.310,-0.37,,
3871.74,1.09,592.900,0.10,,
3886.83,0.39,595.990,0.52,,
3915.59,0.74,594.440,-0.26,,
3911.23,-0.11,#N/A,#N/A,,
3909.88,-0.03,595.780,#N/A,,
3916.38,0.17,598.340,0.43,,
3934.83,0.47,597.290,-0.18,,
#N/A,#N/A,599.320,0.34,,
3932.59,#N/A,599.370,0.01,,
3931.33,-0.03,600.440,0.18,,
3913.97,-0.44,603.900,0.58,,
3906.71,-0.19,602.910,-0.16,,
3876.50,-0.77,606.390,0.58,,
3881.37,0.13,604.470,-0.32,,
3925.43,1.14,604.460,0.00,,
3829.34,-2.45,602.370,-0.35,,
3811.15,-0.48,604.320,0.32,,
3901.82,2.38,603.720,-0.10,,
3870.29,-0.81,605.970,0.37,,
3819.72,-1.31,605.050,-0.15,,
3768.47,-1.34,605.590,0.09,,
3841.94,1.95,603.020,-0.42,,
3821.35,-0.54,602.750,-0.04,,
3875.44,1.42,601.950,-0.13,,
3898.81,0.60,601.200,-0.12,,
3939.34,1.04,600.270,-0.15,,
3943.34,0.10,602.710,0.41,,
3968.94,0.65,603.120,0.07,,
3962.71,-0.16,604.190,0.18,,
3974.12,0.29,604.240,0.01,,
3915.46,-1.48,601.550,-0.45,,
3913.10,-0.06,604.830,0.55,,
3940.59,0.70,604.950,0.02,,
3910.52,-0.76,606.790,0.30,,
3889.14,-0.55,604.690,-0.35,,
3909.52,0.52,605.730,0.17,,
3974.54,1.66,606.170,0.07,,
3971.09,-0.09,608.210,0.34,,
3958.55,-0.32,606.290,-0.32,,
3972.89,0.36,609.260,0.49,,
4019.87,1.18,606.520,-0.45,,
#N/A,#N/A,606.640,0.02,,
4077.91,#N/A,600.420,-1.03,,
4073.94,-0.10,602.590,0.36,,
4079.95,0.15,601.860,-0.12,,
4097.17,0.42,602.310,0.07,,
4128.80,0.77,601.710,-0.10,,
4127.99,-0.02,601.000,-0.12,,
4141.59,0.33,603.930,0.49,,
4124.66,-0.41,603.780,-0.02,,
4170.42,1.11,603.940,0.03,,
4185.47,0.36,604.530,0.10,,
4163.26,-0.53,604.240,-0.05,,
4134.94,-0.68,606.000,0.29,,
4173.42,0.93,610.570,0.75,,
4134.98,-0.92,609.420,-0.19,,
4180.17,1.09,610.410,0.16,,
4187.62,0.18,611.520,0.18,,
4186.72,-0.02,613.160,0.27,,
4183.18,-0.08,614.510,0.22,,
4211.47,0.68,614.010,-0.08,,
4181.17,-0.72,613.340,-0.11,,
4192.66,0.27,613.770,0.07,,
4164.66,-0.67,614.880,0.18,,
4167.59,0.07,612.210,-0.43,,
4201.62,0.82,610.990,-0.20,,
4232.60,0.74,609.490,-0.25,,
4188.43,-1.04,610.160,0.11,,
4152.10,-0.87,607.380,-0.46,,
4063.04,-2.14,613.640,1.03,,
4112.50,1.22,620.690,1.15,,
4173.85,1.49,620.420,-0.04,,
4163.29,-0.25,619.770,-0.10,,
4127.83,-0.85,619.120,-0.10,,
4115.68,-0.29,621.560,0.39,,
4159.12,1.06,621.720,0.03,,
4155.86,-0.08,628.060,1.02,,
4197.05,0.99,627.730,-0.05,,
4188.13,-0.21,628.680,0.15,,
4195.99,0.19,631.010,0.37,,
4200.88,0.12,628.820,-0.35,,
4204.11,0.08,624.580,-0.67,,
#N/A,#N/A,627.820,0.52,,
4202.04,#N/A,624.180,-0.58,,
4208.12,0.14,621.230,-0.47,,
4192.85,-0.36,621.350,0.02,,
4229.89,0.88,622.320,0.16,,
4226.52,-0.08,621.080,-0.20,,
4227.26,0.02,621.220,0.02,,
4219.55,-0.18,621.460,0.04,,
4239.18,0.47,622.090,0.10,,
4247.44,0.19,622.120,0.00,,
4255.15,0.18,624.370,0.36,,
4246.59,-0.20,624.210,-0.03,,
4223.70,-0.54,627.120,0.47,,
4221.86,-0.04,627.170,0.01,,
4166.45,-1.31,623.190,-0.63,,
4224.79,1.40,619.670,-0.56,,
4246.44,0.51,619.100,-0.09,,
4241.84,-0.11,622.230,0.51,,
4266.49,0.58,619.550,-0.43,,
4280.70,0.33,620.790,0.20,,
4290.61,0.23,623.880,0.50,,
4291.80,0.03,626.050,0.35,,
4297.50,0.13,622.290,-0.60,,
4319.94,0.52,625.540,0.52,,
4352.34,0.75,623.470,-0.33,,
#N/A,#N/A,622.530,-0.15,,
4343.54,#N/A,623.740,0.19,,
4358.13,0.34,625.280,0.25,,
4320.82,-0.86,623.650,-0.26,,
4369.55,1.13,626.350,0.43,,
4384.63,0.35,626.550,0.03,,
4369.21,-0.35,626.440,-0.02,,
4374.30,0.12,625.080,-0.22,,
4360.03,-0.33,622.530,-0.41,,
4327.16,-0.75,627.720,0.83,,
4258.49,-1.59,626.770,-0.15,,
4323.06,1.52,626.880,0.02,,
4358.69,0.82,627.180,0.05,,
4367.48,0.20,625.130,-0.33,,
4411.79,1.01,625.280,0.02,,
4422.30,0.24,627.420,0.34,,
4401.46,-0.47,626.950,-0.07,,
4400.64,-0.02,621.730,-0.83,,
4419.15,0.42,617.550,-0.67,,
4395.26,-0.54,617.130,-0.07,,
4387.16,-0.18,612.640,-0.73,,
4423.15,0.82,614.600,0.32,,
4402.66,-0.46,613.490,-0.18,,
4429.10,0.60,614.470,0.16,,
4436.52,0.17,615.570,0.18,,
4432.35,-0.09,616.400,0.13,,
4436.75,0.10,617.710,0.21,,
4447.70,0.25,620.760,0.49,,
4460.83,0.30,622.070,0.21,,
4468.00,0.16,622.820,0.12,,
4479.71,0.26,624.830,0.32,,
4448.08,-0.71,624.060,-0.12,,
4400.27,-1.07,624.810,0.12,,
4405.80,0.13,621.570,-0.52,,
4441.67,0.81,621.890,0.05,,
4479.53,0.85,618.800,-0.50,,
4486.23,0.15,617.690,-0.18,,
4496.19,0.22,616.690,-0.16,,
4470.00,-0.58,616.900,0.03,,
4509.37,0.88,617.050,0.02,,
4528.79,0.43,615.920,-0.18,,
4522.68,-0.13,615.150,-0.13,,
4524.09,0.03,617.340,0.36,,
4536.95,0.28,613.750,-0.58,,
4535.43,-0.03,616.250,0.41,,
#N/A,#N/A,618.350,0.34,,
4520.03,#N/A,618.480,0.02,,
4514.07,-0.13,619.000,0.08,,
4493.28,-0.46,618.540,-0.07,,
4458.58,-0.77,616.810,-0.28,,
4468.73,0.23,617.040,0.04,,
4443.05,-0.57,614.450,-0.42,,
4480.70,0.85,611.050,-0.55,,
4473.75,-0.16,610.130,-0.15,,
4432.99,-0.91,610.720,0.10,,
4357.73,-1.70,611.420,0.11,,
4354.19,-0.08,611.440,0.00,,
4395.64,0.95,609.710,-0.28,,
4448.98,1.21,611.610,0.31,,
4455.48,0.15,610.370,-0.20,,
4443.11,-0.28,609.420,-0.16,,
4352.63,-2.04,597.090,-2.02,,
4359.46,0.16,597.540,0.08,,
4307.54,-1.19,597.590,0.01,,
4357.04,1.15,592.700,-0.82,,
4300.46,-1.30,592.460,-0.04,,
4345.72,1.05,594.530,0.35,,
4363.55,0.41,591.130,-0.57,,
4399.76,0.83,588.860,-0.38,,
4391.34,-0.19,588.250,-0.10,,
4361.19,-0.69,589.060,0.14,,
4350.65,-0.24,588.670,-0.07,,
4363.80,0.30,588.720,0.01,,
4438.26,1.71,588.670,-0.01,,
4471.37,0.75,591.260,0.44,,
4486.46,0.34,592.700,0.24,,
4519.63,0.74,589.760,-0.50,,
4536.19,0.37,585.860,-0.66,,
4549.78,0.30,588.450,0.44,,
4544.90,-0.11,588.790,0.06,,
4566.48,0.47,587.820,-0.16,,
4574.79,0.18,590.320,0.43,,
4551.68,-0.51,587.630,-0.46,,
4596.42,0.98,584.010,-0.62,,
4605.38,0.19,584.200,0.03,,
4613.67,0.18,585.120,0.16,,
4630.65,0.37,584.330,-0.14,,
4660.57,0.65,583.440,-0.15,,
4680.06,0.42,581.950,-0.26,,
4697.53,0.37,585.420,0.60,,
4701.70,0.09,584.090,-0.23,,
4685.25,-0.35,585.710,0.28,,
4646.71,-0.82,585.690,0.00,,
4649.27,0.06,586.760,0.18,,
4682.85,0.72,#N/A,#N/A,,
4682.80,0.00,585.640,#N/A,,
4700.90,0.39,589.150,0.60,,
4688.67,-0.26,590.200,0.18,,
4704.54,0.34,592.170,0.33,,
4697.96,-0.14,592.170,0.00,,
4682.94,-0.32,#N/A,#N/A,,
4690.70,0.17,592.620,#N/A,,
4701.46,0.23,593.310,0.12,,
#N/A,#N/A,597.900,0.77,,
4594.62,#N/A,594.710,-0.53,,
4655.27,1.32,596.820,0.35,,
4567.00,-1.90,596.450,-0.06,,
4513.04,-1.18,597.190,0.12,,
4577.10,1.42,597.160,-0.01,,
4538.43,-0.84,596.030,-0.19,,
4591.67,1.17,596.180,0.03,,
4686.75,2.07,599.060,0.48,,
4701.21,0.31,595.480,-0.60,,
4667.45,-0.72,592.900,-0.43,,
4712.02,0.95,592.410,-0.08,,
4668.97,-0.91,595.610,0.54,,
4634.09,-0.75,591.660,-0.66,,
4709.85,1.63,589.110,-0.43,,
4668.67,-0.87,590.280,0.20,,
4620.64,-1.03,592.240,0.33,,
4568.02,-1.14,589.780,-0.42,,
4649.23,1.78,589.480,-0.05,,
4696.56,1.02,588.650,-0.14,,
4725.79,0.62,589.730,0.18,,
#N/A,#N/A,588.800,-0.16,,
4791.19,#N/A,592.740,0.67,,
4786.35,-0.10,593.690,0.16,,
4793.06,0.14,596.200,0.42,,
4778.73,-0.30,593.520,-0.45,,
4766.18,-0.26,593.360,-0.03,,
4796.56,0.64,592.320,-0.18,,
4793.54,-0.06,590.950,-0.23,,
4700.58,-1.94,589.780,-0.20,,
4696.05,-0.10,592.460,0.45,,
4677.03,-0.41,593.530,0.18,,
4670.29,-0.14,593.690,0.03,,
4713.07,0.92,593.630,-0.01,,
4726.35,0.28,593.910,0.05,,
4659.03,-1.42,595.170,0.21,,
4662.85,0.08,599.040,0.65,,
#N/A,#N/A,596.950,-0.35,,
4577.11,#N/A,598.670,0.29,,
4532.76,-0.97,593.220,-0.91,,
4482.73,-1.10,592.870,-0.06,,
4397.94,-1.89,593.100,0.04,,
4410.13,0.28,592.380,-0.12,,
4356.45,-1.22,590.920,-0.25,,
4349.93,-0.15,588.290,-0.45,,
4326.51,-0.54,585.710,-0.44,,
4431.85,2.43,586.930,0.21,,
4515.55,1.89,585.160,-0.30,,
4546.54,0.69,585.660,0.09,,
4589.38,0.94,590.040,0.75,,
4477.44,-2.44,589.000,-0.18,,
4500.53,0.52,590.410,0.24,,
4483.87,-0.37,592.090,0.28,,
4521.54,0.84,593.910,0.31,,
4587.18,1.45,596.210,0.39,,
4504.08,-1.81,595.720,-0.08,,
4418.64,-1.90,597.470,0.29,,
4401.67,-0.38,598.450,0.16,,
4471.07,1.58,597.000,-0.24,,
4475.01,0.09,598.520,0.25,,
4380.26,-2.12,597.040,-0.25,,
4348.87,-0.72,597.520,0.08,,
#N/A,#N/A,599.760,0.37,,
4304.76,#N/A,599.300,-0.08,,
4225.50,-1.84,599.110,-0.03,,
4288.70,1.50,600.110,0.17,,
4384.65,2.24,599.070,-0.17,,
4373.94,-0.24,600.160,0.18,,
4306.26,-1.55,603.700,0.59,,
4386.54,1.86,603.820,0.02,,
4363.49,-0.53,606.600,0.46,,
4328.87,-0.79,#N/A,#N/A,,
4201.09,-2.95,605.160,#N/A,,
4170.70,-0.72,609.380,0.70,,
4277.88,2.57,608.220,-0.19,,
4259.52,-0.43,606.650,-0.26,,
4204.31,-1.30,606.700,0.01,,
4173.11,-0.74,605.130,-0.26,,
4262.45,2.14,602.180,-0.49,,
4357.86,2.24,603.120,0.16,,
4411.67,1.23,603.700,0.10,,
4463.12,1.17,604.370,0.11,,
4461.18,-0.04,604.480,0.02,,
4511.61,1.13,601.410,-0.51,,
4456.24,-1.23,603.990,0.43,,
4520.16,1.43,604.750,0.13,,
4543.06,0.51,602.390,-0.39,,
4575.52,0.71,602.770,0.06,,
4631.60,1.23,601.690,-0.18,,
4602.45,-0.63,600.590,-0.18,,
4530.41,-1.57,600.820,0.04,,
4545.86,0.34,601.750,0.15,,
,,605.160,0.57,,
,,604.930,-0.04,,
,,606.110,0.20,,
,,611.350,0.86,,
,,610.370,-0.16,,
,,610.290,-0.01,,
,,610.160,-0.02,,
,,608.120,-0.33,,
,,608.940,0.13,,
,,609.800,0.14,,
,,610.540,0.12,,
,,610.700,0.03,,
,,612.390,0.28,,
,,613.980,0.26,,
,,613.180,-0.13,,
,,616.760,0.58,,
,,615.490,-0.21,,
,,617.280,0.29,,
,,615.820,-0.24,,
