net balance,S&P 500,SP,BofA AAA US ,BofA,MCSI REIT Index,MCSI
18.62,1313.32,-1.43,409.460,-0.12,"1,458.17",-1.40
24.78,1310.33,-0.23,410.440,0.24,"1,466.44",0.57
5.79,1278.04,-2.46,412.020,0.38,"1,449.57",-1.15
-11.23,1278.18,0.01,411.440,-0.14,"1,408.22",-2.85
-6.33,1285.50,0.57,412.320,0.21,"1,429.77",1.53
4.89,1315.13,2.30,411.810,-0.12,"1,447.99",1.27
9.20,1314.99,-0.01,411.940,0.03,"1,451.19",0.22
20.28,1325.66,0.81,411.730,-0.05,"1,454.40",0.22
8.26,1308.93,-1.26,413.750,0.49,"1,457.84",0.24
-9.05,1324.18,1.17,412.310,-0.35,"1,477.74",1.37
-9.96,1314.88,-0.70,415.040,0.66,"1,499.31",1.46
-5.53,1329.10,1.08,415.840,0.19,"1,513.51",0.95
-11.70,1342.84,1.03,414.900,-0.23,"1,524.37",0.72
-6.63,1344.78,0.14,414.000,-0.22,"1,523.38",-0.06
-7.10,1357.98,0.98,412.450,-0.37,"1,520.76",-0.17
20.35,1355.69,-0.17,412.940,0.12,"1,518.80",-0.13
6.08,1325.51,-2.23,413.010,0.02,"1,525.35",0.43
-11.97,1335.02,0.72,413.190,0.04,"1,538.59",0.87
17.45,1313.72,-1.60,412.280,-0.22,"1,537.74",-0.06
4.05,1319.99,0.48,409.810,-0.60,"1,571.49",2.19
4.50,1331.85,0.90,411.260,0.35,"1,567.66",-0.24
-5.32,1329.04,-0.21,411.580,0.08,"1,577.23",0.61
5.38,1362.16,2.49,412.120,0.13,"1,575.43",-0.11
-5.34,1365.51,0.25,412.140,0.00,"1,572.03",-0.22
21.93,1374.02,0.62,413.310,0.28,"1,560.56",-0.73
-6.47,#N/A,#N/A,413.390,0.02,"1,555.57",-0.32
3.85,1367.58,#N/A,413.510,0.03,"1,530.97",-1.58
23.14,1354.68,-0.94,414.000,0.12,"1,533.79",0.18
-5.41,1352.46,-0.16,414.630,0.15,"1,519.96",-0.90
-4.09,1341.47,-0.81,414.620,0.00,"1,499.15",-1.37
-8.52,1341.45,0.00,415.220,0.14,"1,512.03",0.86
5.08,1334.76,-0.50,412.980,-0.54,"1,514.20",0.14
4.06,1356.78,1.65,413.160,0.04,"1,517.82",0.24
4.08,1353.64,-0.23,412.960,-0.05,"1,495.95",-1.44
-4.09,1363.67,0.74,413.230,0.07,"1,516.58",1.38
-8.53,1372.78,0.67,413.030,-0.05,"1,503.73",-0.85
5.09,1376.51,0.27,412.530,-0.12,"1,502.80",-0.06
-8.88,1362.66,-1.01,412.960,0.10,"1,525.48",1.51
2.75,1350.52,-0.89,413.440,0.12,"1,512.23",-0.87
7.69,1338.31,-0.90,415.680,0.54,"1,495.14",-1.13
-4.40,1337.89,-0.03,416.590,0.22,"1,467.82",-1.83
-9.21,1360.02,1.65,418.640,0.49,"1,474.57",0.46
3.81,1385.97,1.91,418.770,0.03,"1,433.70",-2.77
-4.88,1385.30,-0.05,418.810,0.01,"1,457.38",1.65
2.64,1379.32,-0.43,420.540,0.41,"1,487.32",2.05
-5.00,1375.14,-0.30,420.070,-0.11,"1,473.01",-0.96
-5.27,1365.00,-0.74,419.480,-0.14,"1,519.99",3.19
8.48,1390.99,1.90,419.710,0.05,"1,502.10",-1.18
3.47,1394.23,0.23,419.550,-0.04,"1,491.76",-0.69
3.72,1401.35,0.51,417.560,-0.47,"1,497.34",0.37
-9.55,1402.22,0.06,419.970,0.58,"1,509.92",0.84
4.84,1402.80,0.04,421.530,0.37,"1,507.57",-0.16
-5.04,1405.87,0.22,421.130,-0.09,"1,500.18",-0.49
-10.61,1404.11,-0.13,420.570,-0.13,"1,511.66",0.77
-5.93,1403.93,-0.01,421.160,0.14,"1,494.08",-1.16
4.42,1405.53,0.11,422.220,0.25,"1,495.60",0.10
-6.04,1415.51,0.71,423.220,0.24,"1,491.26",-0.29
-12.86,1418.16,0.19,423.400,0.04,"1,493.60",0.16
-7.38,1418.13,0.00,422.120,-0.30,"1,490.79",-0.19
8.69,1413.17,-0.35,422.040,-0.02,"1,494.48",0.25
7.65,1413.49,0.02,424.600,0.61,"1,482.72",-0.79
-6.81,1402.08,-0.81,424.580,0.00,"1,501.64",1.28
6.99,1411.13,0.65,426.470,0.45,"1,490.21",-0.76
11.08,1410.44,-0.05,427.090,0.15,"1,479.24",-0.74
27.52,1409.30,-0.08,427.830,0.17,"1,470.30",-0.60
-6.75,1410.49,0.08,427.890,0.01,"1,486.67",1.11
7.88,1399.48,-0.78,427.850,-0.01,"1,464.44",-1.50
-4.79,1406.58,0.51,431.700,0.90,"1,474.97",0.72
7.92,#N/A,#N/A,429.570,-0.49,"1,470.86",-0.28
12.87,1404.94,#N/A,427.440,-0.50,"1,466.74",-0.28
-4.13,1403.44,-0.11,428.520,0.25,"1,463.41",-0.23
-4.31,1432.12,2.04,428.140,-0.09,"1,464.42",0.07
-4.50,1437.92,0.40,430.210,0.48,"1,440.83",-1.61
15.30,1429.08,-0.61,429.980,-0.05,"1,445.69",0.34
3.59,1433.56,0.31,429.520,-0.11,"1,439.34",-0.44
5.26,1436.56,0.21,427.330,-0.51,"1,438.62",-0.05
3.04,1459.99,1.63,424.610,-0.64,"1,421.20",-1.21
3.97,1465.77,0.40,424.120,-0.12,"1,408.07",-0.92
-3.50,1461.19,-0.31,427.720,0.85,"1,388.74",-1.37
-3.63,1459.32,-0.13,426.050,-0.39,"1,384.75",-0.29
8.21,1461.05,0.12,424.110,-0.46,"1,396.23",0.83
4.46,1460.26,-0.05,422.630,-0.35,"1,391.62",-0.33
12.63,1460.15,-0.01,423.730,0.26,"1,376.15",-1.11
-2.96,1456.89,-0.22,425.540,0.43,"1,388.74",0.91
4.35,1441.59,-1.05,426.650,0.26,"1,386.52",-0.16
9.48,1433.32,-0.57,427.640,0.23,"1,365.99",-1.48
9.60,1447.15,0.96,424.520,-0.73,"1,389.59",1.73
-3.41,1440.67,-0.45,423.700,-0.19,"1,380.89",-0.63
1.76,1444.49,0.27,#N/A,#N/A,"1,385.06",0.30
2.00,1445.75,0.09,422.180,#N/A,"1,402.90",1.29
2.88,1450.99,0.36,424.010,0.43,"1,418.50",1.11
2.69,1461.40,0.72,426.300,0.54,"1,420.14",0.12
-4.59,1460.93,-0.03,427.840,0.36,"1,406.86",-0.94
2.03,1455.88,-0.35,#N/A,#N/A,"1,407.45",0.04
3.83,1441.48,-0.99,431.180,#N/A,"1,413.05",0.40
1.36,1432.56,-0.62,431.210,0.01,"1,428.76",1.11
5.32,1432.84,0.02,432.110,0.21,"1,427.64",-0.08
6.50,1428.59,-0.30,432.770,0.15,"1,423.29",-0.30
2.18,1440.13,0.81,430.520,-0.52,"1,429.90",0.46
4.05,1454.92,1.03,431.350,0.19,"1,419.59",-0.72
-2.63,1460.91,0.41,429.000,-0.54,"1,439.63",1.41
-1.93,1457.34,-0.24,430.700,0.40,"1,472.05",2.25
-1.97,1433.19,-1.66,431.440,0.17,"1,464.17",-0.54
-2.01,1433.82,0.04,433.230,0.41,"1,481.37",1.17
3.32,1413.11,-1.44,432.650,-0.13,"1,482.31",0.06
-1.98,1408.75,-0.31,433.770,0.26,"1,474.14",-0.55
-2.02,1412.97,0.30,433.370,-0.09,"1,452.70",-1.45
1.24,1411.94,-0.07,433.560,0.04,"1,444.31",-0.58
3.58,#N/A,#N/A,436.030,0.57,"1,431.56",-0.88
1.08,#N/A,#N/A,437.980,0.45,"1,416.72",-1.04
4.41,1412.16,#N/A,433.550,-1.01,"1,415.60",-0.08
-2.61,1427.59,1.09,435.130,0.36,"1,414.97",-0.04
-3.83,1414.20,-0.94,435.270,0.03,"1,419.13",0.29
4.73,1417.26,0.22,433.740,-0.35,"1,422.62",0.25
-1.90,1428.39,0.79,432.160,-0.36,"1,415.61",-0.49
-3.88,1394.53,-2.37,434.570,0.56,"1,411.75",-0.27
1.17,1377.51,-1.22,436.250,0.39,"1,423.84",0.86
-2.00,1379.85,0.17,435.220,-0.24,"1,427.33",0.25
1.53,1380.03,0.01,437.200,0.45,"1,427.98",0.05
1.40,1374.53,-0.40,436.680,-0.12,"1,419.70",-0.58
-1.98,1355.49,-1.39,433.980,-0.62,"1,418.33",-0.10
1.93,1353.33,-0.16,435.470,0.34,"1,409.87",-0.60
-1.98,1359.88,0.48,436.350,0.20,"1,424.55",1.04
-2.02,1386.89,1.99,434.630,-0.39,"1,432.10",0.53
1.67,1387.81,0.07,434.680,0.01,"1,435.35",0.23
3.19,1391.03,0.23,432.020,-0.61,"1,414.23",-1.47
-3.93,#N/A,#N/A,432.720,0.16,"1,423.52",0.66
2.23,1409.15,#N/A,432.900,0.04,"1,421.96",-0.11
-2.00,1406.29,-0.20,430.580,-0.54,"1,427.39",0.38
-2.04,1398.94,-0.52,429.840,-0.17,"1,423.90",-0.24
-2.08,1409.93,0.79,432.880,0.71,"1,425.81",0.13
1.72,1415.95,0.43,432.560,-0.07,"1,431.40",0.39
-4.18,1416.18,0.02,429.940,-0.61,"1,424.04",-0.51
1.70,1409.46,-0.47,431.020,0.25,"1,424.24",0.01
-2.15,1407.05,-0.17,431.320,0.07,"1,412.72",-0.81
3.24,1409.28,0.16,433.920,0.60,"1,424.25",0.82
-2.97,1413.94,0.33,437.410,0.80,"1,423.65",-0.04
-2.19,1418.07,0.29,437.150,-0.06,"1,387.10",-2.57
-2.24,1418.55,0.03,435.350,-0.41,"1,417.02",2.16
3.96,1427.84,0.65,432.530,-0.65,"1,416.64",-0.03
-2.20,1428.48,0.04,432.490,-0.01,"1,413.56",-0.22
-2.25,1419.45,-0.63,433.950,0.34,"1,401.43",-0.86
2.02,1413.58,-0.41,434.840,0.21,"1,422.86",1.53
-2.26,1430.36,1.19,431.080,-0.86,"1,408.38",-1.02
-2.31,1446.79,1.15,434.360,0.76,"1,382.48",-1.84
1.78,1435.81,-0.76,433.240,-0.26,"1,386.14",0.26
-4.65,1443.69,0.55,435.590,0.54,"1,384.81",-0.10
-4.87,1430.15,-0.94,437.380,0.41,"1,374.12",-0.77
3.85,1426.66,-0.24,435.650,-0.40,"1,368.65",-0.40
-4.93,#N/A,#N/A,438.250,0.60,"1,363.12",-0.40
-2.60,1419.83,#N/A,438.910,0.15,"1,370.93",0.57
-3.73,1418.10,-0.12,#N/A,#N/A,"1,376.53",0.41
2.33,1402.43,-1.10,434.510,#N/A,"1,386.44",0.72
2.48,1426.19,1.69,434.730,0.05,"1,375.73",-0.77
-2.64,#N/A,#N/A,435.360,0.14,"1,381.34",0.41
-2.71,1462.42,#N/A,434.650,-0.16,"1,382.79",0.10
-3.90,1459.37,-0.21,435.660,0.23,"1,390.80",0.58
3.50,1466.47,0.49,436.910,0.29,"1,360.91",-2.15
-2.80,1461.89,-0.31,434.100,-0.64,"1,385.05",1.77
2.04,1457.15,-0.32,433.260,-0.19,"1,387.93",0.21
-5.65,1461.02,0.27,433.770,0.12,"1,398.47",0.76
-5.99,1472.12,0.76,436.850,0.71,"1,417.26",1.34
6.65,1472.05,0.00,435.650,-0.27,"1,412.80",-0.31
5.24,1470.68,-0.09,435.950,0.07,"1,417.46",0.33
-5.67,1472.34,0.11,438.440,0.57,"1,406.20",-0.79
3.71,1472.63,0.02,436.390,-0.47,"1,403.42",-0.20
4.71,1480.94,0.56,437.010,0.14,"1,390.10",-0.95
-2.77,1485.98,0.34,436.630,-0.09,"1,371.66",-1.33
-3.99,#N/A,#N/A,435.150,-0.34,"1,372.39",0.05
2.15,1492.56,#N/A,431.760,-0.78,"1,376.45",0.30
3.45,1494.81,0.15,430.720,-0.24,"1,359.33",-1.24
4.73,1494.82,0.00,431.290,0.13,"1,333.59",-1.89
8.70,1502.96,0.54,432.470,0.27,"1,323.07",-0.79
5.15,1500.18,-0.18,432.150,-0.07,"1,328.75",0.43
-4.69,1507.84,0.51,431.920,-0.05,"1,323.80",-0.37
-2.46,1501.96,-0.39,429.650,-0.53,"1,323.51",-0.02
1.36,1498.11,-0.26,428.840,-0.19,"1,307.78",-1.19
3.56,1513.17,1.01,430.060,0.28,"1,309.03",0.10
4.05,1495.71,-1.15,430.890,0.19,"1,295.65",-1.02
-2.31,1511.29,1.04,432.650,0.41,"1,300.72",0.39
2.69,1512.12,0.05,432.800,0.03,"1,299.01",-0.13
2.40,1509.39,-0.18,431.370,-0.33,"1,298.73",-0.02
-2.25,1517.93,0.57,431.390,0.00,"1,283.69",-1.16
-2.30,1517.01,-0.06,430.520,-0.20,"1,265.66",-1.40
-2.35,1519.43,0.16,431.230,0.16,"1,297.64",2.53
-2.41,1520.33,0.06,432.830,0.37,"1,315.11",1.35
2.08,1521.38,0.07,433.530,0.16,"1,316.36",0.10
-4.84,1519.79,-0.10,433.720,0.04,"1,300.65",-1.19
7.02,#N/A,#N/A,430.400,-0.77,"1,287.59",-1.00
11.33,1530.94,#N/A,429.540,-0.20,"1,312.74",1.95
-2.13,1511.95,-1.24,431.660,0.49,"1,318.69",0.45
-2.18,1502.42,-0.63,432.100,0.10,"1,323.20",0.34
1.24,1515.60,0.88,432.610,0.12,"1,318.11",-0.38
-2.20,1487.85,-1.83,433.770,0.27,"1,306.72",-0.86
-2.25,1496.94,0.61,432.680,-0.25,"1,310.78",0.31
8.29,1515.99,1.27,429.540,-0.73,"1,310.05",-0.06
-2.98,1514.68,-0.09,431.570,0.47,"1,305.18",-0.37
1.85,1518.20,0.23,431.760,0.04,"1,300.68",-0.34
-2.15,1525.20,0.46,429.460,-0.53,"1,308.87",0.63
-4.40,1539.79,0.96,427.650,-0.42,"1,299.11",-0.75
-4.60,1541.46,0.11,426.370,-0.30,"1,287.04",-0.93
7.13,1544.26,0.18,427.360,0.23,"1,282.45",-0.36
-2.25,1551.18,0.45,427.360,0.00,"1,280.53",-0.15
-2.30,1556.22,0.32,429.270,0.45,"1,258.72",-1.70
-4.72,1552.48,-0.24,431.140,0.44,"1,269.43",0.85
-2.48,1554.52,0.13,429.940,-0.28,"1,259.79",-0.76
-2.54,1563.23,0.56,428.600,-0.31,"1,254.09",-0.45
-2.60,1560.70,-0.16,430.790,0.51,"1,255.06",0.08
3.82,1552.10,-0.55,429.030,-0.41,"1,259.77",0.38
-2.58,1548.34,-0.24,426.280,-0.64,"1,258.19",-0.13
-5.29,1558.71,0.67,426.870,0.14,"1,252.31",-0.47
-2.79,1545.80,-0.83,424.070,-0.66,"1,251.50",-0.06
2.16,1556.89,0.72,423.100,-0.23,"1,226.25",-2.02
-3.94,1551.69,-0.33,423.740,0.15,"1,238.90",1.03
2.20,1563.77,0.78,424.450,0.17,"1,237.44",-0.12
-5.73,1562.85,-0.06,426.470,0.48,"1,245.87",0.68
-3.04,1569.19,0.41,425.300,-0.27,"1,224.97",-1.68
-6.26,#N/A,#N/A,426.480,0.28,"1,213.29",-0.95
3.06,1562.17,#N/A,425.460,-0.24,"1,217.89",0.38
4.16,1570.25,0.52,427.000,0.36,"1,219.84",0.16
-3.11,1553.69,-1.05,426.940,-0.01,"1,212.97",-0.56
-3.21,1559.98,0.40,427.530,0.14,"1,233.75",1.71
1.77,1553.28,-0.43,428.260,0.17,"1,245.31",0.94
-3.26,1563.07,0.63,428.260,0.00,"1,245.03",-0.02
-4.72,1568.61,0.35,427.480,-0.18,"1,254.75",0.78
5.57,1587.73,1.22,428.560,0.25,"1,238.11",-1.33
3.66,1593.37,0.36,428.370,-0.04,"1,215.72",-1.81
7.05,1588.85,-0.28,428.430,0.01,"1,209.02",-0.55
-4.23,1552.36,-2.30,430.060,0.38,"1,197.45",-0.96
3.02,1574.57,1.43,430.700,0.15,"1,193.40",-0.34
-4.29,1552.01,-1.43,431.780,0.25,"1,179.18",-1.19
4.26,1541.61,-0.67,431.500,-0.06,"1,164.17",-1.27
4.61,1555.25,0.88,428.220,-0.76,"1,176.18",1.03
-2.93,1562.50,0.47,430.130,0.45,"1,178.36",0.19
-3.02,1578.78,1.04,430.520,0.09,"1,186.59",0.70
-6.23,1578.79,0.00,428.460,-0.48,"1,180.60",-0.50
10.14,1585.16,0.40,426.190,-0.53,"1,197.52",1.43
6.58,1582.24,-0.18,425.370,-0.19,"1,221.16",1.97
-2.83,1593.61,0.72,425.740,0.09,"1,210.85",-0.84
-5.83,1597.57,0.25,425.210,-0.12,"1,197.27",-1.12
2.84,1582.70,-0.93,424.380,-0.20,"1,185.69",-0.97
6.00,1597.59,0.94,427.820,0.81,"1,180.77",-0.41
-2.84,1614.42,1.05,425.910,-0.45,"1,187.87",0.60
-2.92,1617.50,0.19,428.180,0.53,"1,189.73",0.16
5.51,1625.96,0.52,427.830,-0.08,"1,198.79",0.76
1.76,1632.69,0.41,427.740,-0.02,"1,200.21",0.12
3.60,1626.67,-0.37,429.180,0.34,"1,196.59",-0.30
3.47,1633.70,0.43,430.110,0.22,"1,187.11",-0.79
-2.61,1633.77,0.00,429.770,-0.08,"1,181.40",-0.48
-5.37,1650.34,1.01,429.200,-0.13,"1,175.10",-0.53
7.83,1658.78,0.51,428.370,-0.19,"1,170.05",-0.43
1.72,1650.47,-0.50,431.590,0.75,"1,162.88",-0.61
-2.59,1667.47,1.03,431.320,-0.06,"1,163.71",0.07
2.43,1666.29,-0.07,430.120,-0.28,"1,159.23",-0.38
-2.59,1669.16,0.17,432.130,0.47,"1,137.01",-1.92
-2.66,1655.35,-0.83,430.950,-0.27,"1,150.51",1.19
-2.73,1650.51,-0.29,432.100,0.27,"1,142.76",-0.67
2.11,1649.60,-0.06,433.110,0.23,"1,161.98",1.68
-2.75,#N/A,#N/A,433.890,0.18,"1,152.26",-0.84
-2.83,1660.06,#N/A,432.810,-0.25,"1,146.39",-0.51
1.74,1648.36,-0.70,433.530,0.17,"1,143.47",-0.25
-5.72,1654.41,0.37,432.310,-0.28,"1,150.77",0.64
2.06,1630.74,-1.43,431.530,-0.18,"1,127.94",-1.98
3.24,1640.42,0.59,433.760,0.52,"1,133.92",0.53
-5.76,1631.38,-0.55,433.660,-0.02,"1,133.92",0.00
4.43,1608.90,-1.38,434.150,0.11,"1,121.38",-1.11
2.80,1622.56,0.85,433.640,-0.12,"1,113.96",-0.66
1.87,1643.38,1.28,433.300,-0.08,"1,096.48",-1.57
-2.80,1642.81,-0.03,433.370,0.02,"1,092.39",-0.37
-2.88,1626.13,-1.02,433.430,0.01,"1,107.05",1.34
6.05,1612.52,-0.84,435.100,0.39,"1,097.97",-0.82
5.35,1636.36,1.48,436.030,0.21,"1,103.06",0.46
11.74,1626.73,-0.59,436.720,0.16,"1,095.38",-0.70
1.92,1639.04,0.76,436.350,-0.08,"1,095.28",-0.01
-4.65,1651.81,0.78,436.660,0.07,"1,136.61",3.77
-4.88,1628.93,-1.39,438.530,0.43,"1,126.69",-0.87
2.28,1588.19,-2.50,437.490,-0.24,"1,122.39",-0.38
3.77,1592.43,0.27,437.170,-0.07,"1,132.95",0.94
7.85,1573.09,-1.21,433.830,-0.76,"1,124.61",-0.74
1.89,1588.03,0.95,432.970,-0.20,"1,114.68",-0.88
-2.20,1603.26,0.96,422.850,-2.34,"1,124.00",0.84
9.19,1613.20,0.62,420.610,-0.53,"1,114.11",-0.88
-2.88,1606.28,-0.43,413.160,-1.77,"1,120.70",0.59
6.89,1614.96,0.54,412.040,-0.27,"1,147.21",2.37
-2.78,1614.08,-0.05,415.630,0.87,"1,136.87",-0.90
3.31,1615.41,0.08,414.050,-0.38,"1,137.78",0.08
-1.98,#N/A,#N/A,416.220,0.52,"1,110.93",-2.36
1.93,1631.89,#N/A,410.240,-1.44,"1,117.14",0.56
-1.98,1640.46,0.53,406.560,-0.90,"1,117.92",0.07
-4.04,1652.32,0.72,409.580,0.74,"1,124.42",0.58
6.21,1652.62,0.02,405.010,-1.12,"1,130.47",0.54
1.67,1675.02,1.36,402.550,-0.61,"1,135.42",0.44
-1.95,1680.19,0.31,406.610,1.01,"1,145.57",0.89
1.82,1682.50,0.14,407.320,0.17,"1,125.83",-1.72
-3.90,1676.26,-0.37,409.560,0.55,"1,114.25",-1.03
1.29,1680.91,0.28,410.020,0.11,"1,120.21",0.53
-2.00,1689.37,0.50,405.300,-1.15,"1,106.26",-1.25
2.53,1692.09,0.16,403.060,-0.55,"1,121.32",1.36
-3.99,1695.53,0.20,395.870,-1.78,"1,129.73",0.75
6.74,1692.39,-0.19,396.060,0.05,"1,132.51",0.25
-3.89,1685.94,-0.38,398.570,0.63,"1,123.95",-0.76
-4.05,1690.25,0.26,400.540,0.49,"1,121.29",-0.24
-2.11,1691.65,0.08,398.920,-0.40,"1,123.37",0.19
2.06,1685.33,-0.37,396.340,-0.65,"1,117.70",-0.50
-2.11,1685.96,0.04,397.890,0.39,"1,145.88",2.52
1.56,1685.73,-0.01,401.320,0.86,"1,146.03",0.01
2.73,1706.87,1.25,402.180,0.21,"1,128.16",-1.56
1.04,1709.67,0.16,402.820,0.16,"1,098.03",-2.67
-2.05,1707.14,-0.15,398.070,-1.18,"1,116.29",1.66
-2.09,1697.37,-0.57,396.800,-0.32,"1,116.19",-0.01
1.80,1690.91,-0.38,397.190,0.10,"1,088.73",-2.46
-2.10,1697.48,0.39,396.900,-0.07,"1,040.50",-4.43
3.27,1691.42,-0.36,396.940,0.01,"1,050.85",0.99
-4.15,1689.47,-0.12,396.770,-0.04,"1,049.24",-0.15
-2.16,1694.16,0.28,399.200,0.61,"1,052.25",0.29
-2.21,1685.39,-0.52,403.030,0.96,"1,026.55",-2.44
1.75,1661.32,-1.43,405.810,0.69,"1,000.55",-2.53
1.80,1655.83,-0.33,405.820,0.00,"1,006.20",0.56
-4.37,1646.06,-0.59,404.820,-0.25,993.43,-1.27
-2.28,1652.35,0.38,407.220,0.59,"1,018.92",2.57
-2.34,1642.80,-0.58,407.280,0.01,"1,038.78",1.95
-2.39,1656.96,0.86,410.800,0.86,"1,056.66",1.72
3.14,1663.50,0.39,409.340,-0.36,"1,051.59",-0.48
-2.38,1656.78,-0.40,410.940,0.39,"1,043.05",-0.81
-2.43,1630.48,-1.59,412.150,0.29,"1,044.77",0.16
-2.49,1634.96,0.27,415.070,0.71,"1,037.28",-0.72
-2.56,1638.17,0.20,415.790,0.17,"1,055.01",1.71
3.52,1632.97,-0.32,417.340,0.37,"1,065.71",1.01
-2.54,#N/A,#N/A,413.800,-0.85,"1,061.50",-0.40
5.95,1639.77,#N/A,414.430,0.15,"1,075.45",1.31
-3.44,1653.08,0.81,417.980,0.86,"1,095.70",1.88
2.44,1655.08,0.12,420.170,0.52,"1,090.07",-0.51
-2.48,1655.17,0.01,420.230,0.01,"1,096.53",0.59
-2.55,1671.71,1.00,420.940,0.17,"1,076.84",-1.80
4.83,1683.99,0.73,421.070,0.03,"1,076.09",-0.07
8.57,1689.13,0.31,425.150,0.97,"1,080.31",0.39
-4.59,1683.42,-0.34,425.550,0.09,"1,074.67",-0.52
4.61,1687.99,0.27,426.780,0.29,"1,054.09",-1.92
-2.30,1697.60,0.57,428.790,0.47,"1,028.87",-2.39
1.91,1704.76,0.42,427.370,-0.33,"1,027.26",-0.16
2.74,1725.52,1.22,426.510,-0.20,"1,040.86",1.32
3.10,1722.34,-0.18,429.050,0.60,"1,015.08",-2.48
-4.36,1709.91,-0.72,429.190,0.03,995.59,-1.92
1.58,1701.84,-0.47,430.830,0.38,991.33,-0.43
-4.49,1697.42,-0.26,431.680,0.20,"1,022.49",3.14
8.69,1692.77,-0.27,432.990,0.30,"1,010.37",-1.19
5.76,1698.67,0.35,436.980,0.92,"1,045.04",3.43
-2.86,1691.75,-0.41,441.080,0.94,"1,068.75",2.27
-4.21,1681.55,-0.60,445.950,1.10,"1,086.40",1.65
-4.39,1695.00,0.80,445.950,0.00,"1,082.00",-0.41
2.02,1693.87,-0.07,445.960,0.00,"1,074.62",-0.68
12.02,1678.66,-0.90,445.530,-0.10,"1,047.35",-2.54
-4.02,1690.50,0.71,445.980,0.10,"1,054.69",0.70
-4.19,1676.12,-0.85,#N/A,#N/A,"1,068.16",1.28
8.51,1655.45,-1.23,447.040,#N/A,"1,059.76",-0.79
6.54,1656.40,0.06,448.470,0.32,"1,075.26",1.46
-2.65,1692.56,2.18,449.460,0.22,"1,077.17",0.18
2.03,1703.20,0.63,447.980,-0.33,"1,088.28",1.03
-3.81,1710.14,0.41,#N/A,#N/A,"1,068.63",-1.81
2.45,1698.06,-0.71,444.430,#N/A,"1,068.53",-0.01
4.40,1721.54,1.38,444.160,-0.06,"1,080.46",1.12
5.83,1733.15,0.67,439.990,-0.94,"1,074.62",-0.54
1.22,1744.50,0.65,440.480,0.11,"1,057.17",-1.62
3.11,1744.66,0.01,439.310,-0.27,"1,070.11",1.22
5.44,1754.67,0.57,440.270,0.22,"1,068.03",-0.19
-2.23,1746.38,-0.47,441.270,0.23,"1,056.46",-1.08
0.97,1752.07,0.33,441.540,0.06,"1,057.19",0.07
-3.22,1759.77,0.44,441.330,-0.05,"1,043.84",-1.26
